image_id,num_objects
0000f77c-6257be58.jpg,7
0000f77c-62c2a288.jpg,6
0000f77c-cb820c98.jpg,7
0001542f-5ce3cf52.jpg,13
0001542f-7c670be8.jpg,8
0001542f-ec815219.jpg,11
0004974f-05e1c285.jpg,6
00054602-3bf57337.jpg,5
00067cfb-5443fe39.jpg,23
00067cfb-5adfaaa7.jpg,15
00067cfb-caba8a02.jpg,15
00067cfb-e535423e.jpg,33
00067cfb-f1b91e3c.jpg,28
0008a165-c48f4b3e.jpg,12
00091078-59817bb0.jpg,14
00091078-7cff8ea6.jpg,23
00091078-84635cf2.jpg,26
00091078-875c1f73.jpg,9
00091078-c1d32eea.jpg,12
00091078-cedbfea7.jpg,17
00091078-f32de4d2.jpg,8
000d35d3-41990aa4.jpg,31
000d4f89-3bcbe37a.jpg,7
000e0252-8523a4a9.jpg,31
000f157f-30b30f5e.jpg,16
000f157f-37797ff9.jpg,44
000f157f-dab3a407.jpg,21
000f8d37-d4c09a0f.jpg,36
0010bf16-9ee17cd9.jpg,15
0010bf16-a457685b.jpg,14
00131ea7-624f538d.jpg,29
00134776-9123d227.jpg,16
001bad4e-2fa8f3b6.jpg,33
001c5339-08faca55.jpg,32
001c5339-13a07470.jpg,36
001c5339-9a6cdd3e.jpg,35
00202076-7a95b4e3.jpg,5
00202076-9eaa8e42.jpg,17
00207869-046fa443.jpg,26
00207869-902288d1.jpg,32
00211b17-ad3e206b.jpg,12
00225f53-4200bde2.jpg,17
00225f53-67614580.jpg,17
00232de3-19eca24a.jpg,26
0024b742-83709bd4.jpg,25
0024b742-acbed4fb.jpg,10
002685b6-856c17f7.jpg,32
00268999-0b20ef00.jpg,15
00268999-9f6d5823.jpg,7
00268999-a4b8e39d.jpg,16
00268999-cb063914.jpg,15
002827ad-8748e2fb.jpg,11
0028cbbf-92f30408.jpg,10
002ab96a-a96704f9.jpg,21
002ab96a-ea678692.jpg,19
002b485a-3f6603f2.jpg,23
002b485a-d1301c7c.jpg,18
002b562f-e0ac84fe.jpg,16
002cd38e-c7defded.jpg,18
002cd38e-ebe888e1.jpg,24
002d290d-01969e7d.jpg,42
002d290d-89d1aea8.jpg,10
002d290d-89f4e5c0.jpg,11
002d290d-90f2bab2.jpg,13
002d290d-f9108a13.jpg,20
002d290d-fa2a8964.jpg,8
002e6895-442e6bc1.jpg,6
002f8552-0cdd55c6.jpg,42
0030f434-3eb4a3a9.jpg,26
00313a01-62156032.jpg,23
00313a01-725ddf3a.jpg,28
00313a01-97de1f42.jpg,35
00313a01-b53a2998.jpg,24
00322f82-286ab9b3.jpg,21
0032419c-7d20b300.jpg,6
0033b19f-65613f7e.jpg,18
0033b19f-7f07efac.jpg,43
0034a363-24f318c4.jpg,26
0035afff-3295dbd6.jpg,11
0035afff-434368a1.jpg,8
0035afff-47378fa3.jpg,23
0035afff-572b2d4e.jpg,14
0035afff-bd191d6a.jpg,20
00378858-c5f802ac.jpg,17
00390995-49d9a01e.jpg,14
00391a82-8be5b76d.jpg,12
00391a82-d1428e56.jpg,6
003baca5-70c87fc6.jpg,8
003baca5-aab2e274.jpg,4
003baca5-ad660439.jpg,12
003baca5-d6cd84e5.jpg,5
003c4a61-52588960.jpg,23
003e23ee-07d32feb.jpg,18
003e23ee-67d25f19.jpg,4
004071a4-049b7b85.jpg,23
004071a4-4e8a363a.jpg,17
004071a4-a45d905f.jpg,16
004071a4-ef4bf541.jpg,16
00417c23-220bbc98.jpg,15
00423717-0ef3c8dc.jpg,10
00423717-eba4da41.jpg,19
00423ac5-1fa7ff43.jpg,18
0045e757-02530231.jpg,19
0045e757-088840fc.jpg,22
0045e757-66a334b5.jpg,26
004855fc-ff3946ad.jpg,12
00488a66-6c729bde.jpg,12
00488b40-0a8cf1a0.jpg,12
0048f391-2c5344eb.jpg,5
0048f391-8eb40ca6.jpg,14
0048f391-e9bfaf62.jpg,4
0048f391-eae6a189.jpg,8
00495359-1d04dd8a.jpg,4
00495359-27ce9c7e.jpg,29
0049e5b8-725e21a0.jpg,10
0049e5b8-afda7206.jpg,16
004ea016-0b1932a7.jpg,16
00516b75-7ac91661.jpg,16
0051e391-d32a618e.jpg,21
0052b279-87c692aa.jpg,28
005645a1-dbe34c9d.jpg,21
00589f25-4cf2b9e0.jpg,28
0059f17f-f0882eef.jpg,11
005c4fd3-cb4d6287.jpg,26
005cdef0-180a776c.jpg,21
005ee183-0100ac18.jpg,18
005ee183-bcfab89f.jpg,34
005fd7be-d8e0dc65.jpg,21
005ff190-5be4cdfa.jpg,10
0060b445-5acc00ed.jpg,5
00618cec-3bc5573e.jpg,28
00618cec-a7f7e470.jpg,32
00618cec-ef92ac05.jpg,14
0062298d-2d787502.jpg,26
0062298d-cbbec2cd.jpg,19
0062298d-e6abad2f.jpg,11
0062298d-fd69d0ec.jpg,16
0062ab5a-54bb129b.jpg,13
0062e803-38c0a33a.jpg,21
0062f18d-f8cd3a65.jpg,13
006382a3-4a442001.jpg,29
0065fe83-c80cf6c3.jpg,9
006676e5-0a512e75.jpg,19
006676e5-624162a7.jpg,12
0066b72f-974f6883.jpg,8
00690c26-e4bbbd72.jpg,20
00699de6-58847872.jpg,37
006a4209-286a5664.jpg,26
006a4209-4f3bf6cf.jpg,27
006a7635-c42f9f97.jpg,17
006a7635-ec8fe02c.jpg,20
006bb043-fe4bbaf6.jpg,7
006bff20-752bd845.jpg,25
